Article Title,Source Title,"Times Cited, All Databases",Publication Year
Evolution at the system level: the natural history of protein interaction networks,TRENDS IN ECOLOGY & EVOLUTION,40,2007
Next-Generation Sequencing of the Complete Huaibei Grey Donkey Mitogenome and Mitogenomic Phylogeny of the Equidae Family,ANIMALS,2,2023
Amphibian Diversity of the Yucatan Peninsula: Representation in Protected Areas and Climate Change Impacts,DIVERSITY-BASEL,0,2022
Coevolution leaves a weak signal on ecological networks,ECOSPHERE,13,2017
Intraspecific gene genealogies: trees grafting into networks,TRENDS IN ECOLOGY & EVOLUTION,1418,2001
Characteristics Associated With Human Immunodeficiency Virus Transmission Networks Involving Adolescent Girls and Young Women in Human Immunodeficiency Virus Prevention Trials Network 068 Study,SEXUALLY TRANSMITTED DISEASES,1,2019
Reconstructing reticulate evolutionary histories of plants,TRENDS IN PLANT SCIENCE,96,2006
Linking social and spatial networks to viral community phylogenetics reveals subtype-specific transmission dynamics in African lions,JOURNAL OF ANIMAL ECOLOGY,22,2017
Evolution of the bifurcation phenotype - phylogenetic reconstruction and inverse analysis of yeast GATA networks,FEBS JOURNAL,0,2007
Merging and comparing three mitochondrial markers for phylogenetic studies of Eurasian reindeer (Rangifer tarandus),ECOLOGY AND EVOLUTION,17,2016
Identifiability in phylogenetics using algebraic matroids,JOURNAL OF SYMBOLIC COMPUTATION,7,2021
An exponential core in the heart of the yeast protein interaction network,MOLECULAR BIOLOGY AND EVOLUTION,45,2005
Brain intrinsic connection patterns underlying tool processing in human adults are present in neonates and not in macaques,NEUROIMAGE,2,2022
On the origin of mitochondria: a multilayer network approach,PEERJ,2,2023
A phylogenetic network of the soilborne fungal pathogen Sclerotium rolfsii in the Southeastern US,PHYTOPATHOLOGY,0,2017
Exploring character conflict in molecular data,ZOOTAXA,5,2011
Evolution of plasticity: metabolic compensation for fluctuating energy demands at the origin of life,JOURNAL OF EXPERIMENTAL BIOLOGY,1,2022
Pathway discovery in metabolic networks by subgraph extraction,BIOINFORMATICS,80,2010
Comparative genomics suggests differential deployment of linear and branched signaling across bacteria,MOLECULAR BIOSYSTEMS,4,2011
Mitochondrial DNA revealed the validation of Quasipaa robertingeri (Amphibia: Anura: Dicroglossidae) and its population genetic diversity,MITOCHONDRIAL DNA PART B-RESOURCES,1,2021
"The phylogenetic position of Turkish populations within the European Bitterling, Rhodeus amarus (Osteichthyes: Cyprinidae)",ZOOLOGY IN THE MIDDLE EAST,6,2013
"Ecological, historical and evolutionary determinants of modularity in weighted seed-dispersal networks",ECOLOGY LETTERS,150,2014
First molecular records of potentially harmful planktonic dinoflagellates from the southern Black Sea,TURKISH JOURNAL OF BOTANY,1,2016
Deriving phylogenetic trees from the similarity analysis of metabolic pathways,BIOINFORMATICS,103,2003
Reconstructing SARS-CoV-2 infection dynamics through the phylogenetic inference of unsampled sources of infection,PLOS ONE,5,2021
The Role of Phylogenetics in Discerning HIV-1 Mixing among Vulnerable Populations and Geographic Regions in Sub-Saharan Africa: A Systematic Review,VIRUSES-BASEL,9,2021
Mosaic genomes of the six major primate lentivirus lineages revealed by phylogenetic analyses,JOURNAL OF VIROLOGY,35,2003
Allopolyploid origin of the Balkan endemic Ranunculus wettsteinii (Ranunculaceae) inferred from nuclear and plastid DNA sequences,ORGANISMS DIVERSITY & EVOLUTION,12,2014
"A new species of Bundoksia Lucanas, 2021 with comments on its subfamilial placement, based on morphological and molecular data",ZOOKEYS,3,2022
Extending biodiversity conservation with functional and evolutionary diversity: a case study of South African sparid fishes,AFRICAN JOURNAL OF MARINE SCIENCE,5,2020
Molecular phylogeny of musk deer:: A genomic view with mitochondrial 16S rRNA and cytochrome b gene,MOLECULAR PHYLOGENETICS AND EVOLUTION,44,2007
"Phylogenetics of Buchnera aphidicola Munson et al., 1991 based on 16S rRNA amplified from seven aphid species",TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY,0,2019
Arbuscular mycorrhizal associations in Lycopodiaceae,NEW PHYTOLOGIST,82,2008
Delimitation of a novel member of genus Metarhizium (Clavicipitaceae) by phylogenetic and network analysis,PHYTOTAXA,6,2016
"Amphitremida (Poche, 1913) Is a New Major, Ubiquitous Labyrinthulomycete Clade",PLOS ONE,47,2013
Specialized metabolic functions of keystone taxa sustain soil microbiome stability,MICROBIOME,228,2021
Median-joining network analysis of SARS-CoV-2 genomes is neither phylogenetic nor evolutionary,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,28,2020
"Highlighting the crucial role of Hangzhou in HIV-1 transmission among men who have sex with men in Zhejiang, China",SCIENTIFIC REPORTS,25,2017
A universal tree-based network with the minimum number of reticulations,DISCRETE APPLIED MATHEMATICS,7,2018
Reconstruction of the origin of the first major SARS-CoV-2 outbreak in Germany,COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL,1,2022
Evaluation of A Phylogenetic Pipeline to Examine Transmission Networks in A Canadian HIV Cohort,MICROORGANISMS,5,2020
Digest: Process-based phylogenetic models provide unique insights into the evolution of mutualistic networks,EVOLUTION,1,2019
Using HSV-1 Genome Phylogenetics to Track Past Human Migrations,PLOS ONE,76,2013
Wing morphology is related to niche specialization and interaction networks in stenodermatine bats (Chiroptera: Phyllostomidae),JOURNAL OF MAMMALOGY,2,2023
Behavioral and environmental contributions to drosophilid social networks,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,17,2020
PhylogeneticGraph (PhyG) a new phylogenetic graph search and optimization program,CLADISTICS,2,2024
Kernelizations for the hybridization number problem on multiple nonbinary trees,JOURNAL OF COMPUTER AND SYSTEM SCIENCES,12,2016
Phenotypic integration emerges from aposematism and scale in poison frogs,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,136,2011
Phylogenetics of Japanese Geranium (Geraniaceae) using chloroplast genome sequences and genome-wide single nucleotide polymorphisms,PLANT SYSTEMATICS AND EVOLUTION,1,2021
Chloroplast heterogeneity and historical admixture within the genus Malus,AMERICAN JOURNAL OF BOTANY,35,2015
Characterization of HIV-1 Transmission Clusters Inferred from the Brazilian Nationwide Genotyping Service Database,VIRUSES-BASEL,0,2022
Phylogenetic Tools for Generalized HIV-1 Epidemics: Findings from the PANGEA-HIV Methods Comparison,MOLECULAR BIOLOGY AND EVOLUTION,41,2017
How are Natura 2000 protected areas covering different components of avian diversity in Spain?,ECOLOGICAL INDICATORS,5,2021
HIV-1 subtype C transmission network: The phylogenetic reconstruction strongly supports the epidemiological data,JOURNAL OF CLINICAL VIROLOGY,13,2010
Modularized Evolution in Archaeal Methanogens Phylogenetic Forest,GENOME BIOLOGY AND EVOLUTION,5,2014
Phylogenomic analyses and chromosome ploidy identification reveal multiple cryptic species in Allium sikkimense complex (Amaryllidaceae),FRONTIERS IN PLANT SCIENCE,1,2024
Phylogenomic data resolve higher-level relationships within South American Liolaemus lizards,MOLECULAR PHYLOGENETICS AND EVOLUTION,15,2020
CHANNEL CATFISH VIRUS - USE OF NUCLEIC-ACIDS IN STUDYING VIRAL RELATIONSHIPS,AMERICAN JOURNAL OF VETERINARY RESEARCH,6,1986
Phylogenetic patterns of rarity in a regional species pool of tropical woody plants,GLOBAL ECOLOGY AND BIOGEOGRAPHY,11,2017
WHOLE-GENOME SEQUENCING REVEALS FORGOTTEN LINEAGES AND RECURRENT HYBRIDIZATIONS WITHIN THE KELP GENUS ALARIA (PHAEOPHYCEAE),JOURNAL OF PHYCOLOGY,11,2021
Red and Problematic Green Phylogenetic Signals among Thousands of Nuclear Genes from the Photosynthetic and Apicomplexa-Related Chromera velia,GENOME BIOLOGY AND EVOLUTION,73,2011
Hierarchical Modelling of Haplotype Effects on a Phylogeny,FRONTIERS IN GENETICS,4,2021
A study of the human ABO blood group genes by the phylogenetic network method,GENES & GENETIC SYSTEMS,1,2013
"Phylogenetic analysis of avian schistosome Trichobilharzia regenti (Schistosomatidae, Digenea) from naturally infected hosts in northern Iran",VETERINARY MEDICINE AND SCIENCE,0,2023
Whole Mitochondrial Genomic and Y-Chromosomal Phylogenies of Burmese Long-Tailed Macaque (Macaca fascicularis aurea) Suggest Ancient Hybridization between fascicularis and sinica Species Groups,JOURNAL OF HEREDITY,17,2018
Using Genetic Networks and Homology to Understand the Evolution of Phenotypic Traits,CURRENT GENOMICS,27,2012
The genetic characteristics of Sarcoptes scabiei from Chinese serow (Capricornis milneedwardsii) and goral (Naemorhedus goral arnouxianus) compared with other mites from different hosts and geographic locations using ITS2 and cox1 sequences,PARASITOLOGY RESEARCH,1,2022
Demographic but not geographic insularity in HIV transmission among young black MSM,AIDS,51,2011
Multifaceted biodiversity measurements reveal incongruent conservation priorities for rivers in the upper reach and lakes in the middle-lower reach of the largest river-floodplain ecosystem in China,SCIENCE OF THE TOTAL ENVIRONMENT,14,2020
The DIMA web resource - exploring the protein domain network,BIOINFORMATICS,19,2006
Comparative evolutionary diversity and phylogenetic structure across multiple forest dynamics plots: a mega-phylogeny approach,FRONTIERS IN GENETICS,74,2014
"The role of geography, ecology, and hybridization in the evolutionary history of Canary Island Descurainia",AMERICAN JOURNAL OF BOTANY,0,2023
"Tracking a serial killer: Integrating phylogenetic relationships, epidemiology, and geography for two invasive meningococcal disease outbreaks",PLOS ONE,7,2018
Time estimations by network of beta globin gene cluster haplotypes linked with Hb D-Los Angeles [β121 (GH4) Glu → Gln GAA → CAA] mutation in the world populations,MOLECULAR GENETICS & GENOMIC MEDICINE,0,2018
Topological network alignment uncovers biological function and phylogeny,JOURNAL OF THE ROYAL SOCIETY INTERFACE,259,2010
Phylogenomic approaches untangle early divergences and complex diversifications of the olive plant family,BMC BIOLOGY,28,2022
Phylogenetic position of Mexican jackrabbits within the genus Lepus (Mammalia: Lagomorpha): a molecular perspective,REVISTA MEXICANA DE BIODIVERSIDAD,12,2010
Contribution of recombination and selection to molecular evolution of Citrus tristeza virus,JOURNAL OF GENERAL VIROLOGY,80,2009
Neutral Community Dynamics and the Evolution of Species Interactions,AMERICAN NATURALIST,11,2018
Transmission dynamics and evolutionary history of 2019-nCoV,JOURNAL OF MEDICAL VIROLOGY,207,2020
Significant Neuroanatomical Variation Among Domestic Dog Breeds,JOURNAL OF NEUROSCIENCE,49,2019
Phylogeography of sika deer (Cervus nippon) inferred from mitochondrial cytochrome-b gene and microsatellite DNA,GENE,7,2021
DNA Barcoding and Species Boundary Delimitation of Selected Species of Chinese Acridoidea (Orthoptera: Caelifera),PLOS ONE,58,2013
The Community Coevolution Model with Application to the Study of Evolutionary Relationships between Genes Based on Phylogenetic Profiles,SYSTEMATIC BIOLOGY,1,2023
Data mining the p53 pathway in the Fugu genome: evidence for strong conservation of the apoptotic pathway,ONCOGENE,12,2003
"Phylogenetic relationships, population demography, and species delimitation of the Alouatta belzebul species complex (Atelidae: Alouattinae)",PRIMATES,3,2022
Phylogenomic Analysis Reconstructed the Order Matoniales from Paleopolyploidy Veil,PLANTS-BASEL,3,2022
Genetic diversity and phylogenetic analyses of ixodid ticks infesting cattle in northeast Thailand: the discovery of Rhipicephalus microplus clade C and the rarely detected R. haemaphysaloides,EXPERIMENTAL AND APPLIED ACAROLOGY,6,2022
Exploring trophic role similarity and phylogenetic relatedness between species in food webs,COMMUNITY ECOLOGY,3,2021
Nightmare or delight: Taxonomic circumscription meets reticulate evolution in the phylogenomic era,MOLECULAR PHYLOGENETICS AND EVOLUTION,3,2023
