Article Title,Source Title,"Times Cited, All Databases",Publication Year
Genetic Effects and Expression Patterns of the Nitrate Transporter (NRT) Gene Family in Populus tomentosa,FRONTIERS IN PLANT SCIENCE,17,2021
Identification and Genomic Analysis of Transcription Factors in Archaeal Genomes Exemplifies Their Functional Architecture and Evolutionary Origin,MOLECULAR BIOLOGY AND EVOLUTION,70,2010
"Distribution, treatment outcome and genetic diversity of Leishmania species in military personnel from Colombia with cutaneous leishmaniasis",BMC INFECTIOUS DISEASES,12,2020
The Chagas disease domestic transmission cycle in Guatemala: Parasite-vector switches and lack of mitochondrial co-diversification between Triatoma dimidiata and Trypanosoma cruzi subpopulations suggest non-vectorial parasite dispersal across the Motagua valley,ACTA TROPICA,6,2015
Cross-Border Sexual Transmission of the Newly Emerging HIV-1 Clade CRF51_01B,PLOS ONE,8,2014
Molecular Epidemiology and Evolution of Coxsackievirus A9,VIRUSES-BASEL,7,2022
Identification of major routes of HIV transmission throughout Mesoamerica,INFECTION GENETICS AND EVOLUTION,16,2017
The lncRNA-mediated ceRNA network of Altica viridicyanea is involved in the regulation of the Toll/Imd signaling pathway under antibiotic treatment,FRONTIERS IN PHYSIOLOGY,4,2023
"Genetic structure, phylogeography, and migration routes of Bouteloua gracilis (Kunth) Lag. ex Griffiths (Poaceae:Chloridoideae)",MOLECULAR PHYLOGENETICS AND EVOLUTION,10,2019
"Genome-wide diversity and demographic dynamics of Cameroon goats and their divergence from east African, north African, and Asian conspecifics",PLOS ONE,6,2019
"Continental phylogeography of an ecologically and morphologically diverse Neotropical songbird, Zonotrichia capensis",BMC EVOLUTIONARY BIOLOGY,37,2013
PROBLEM OF DISCOVERING MOST PARSIMONIOUS TREE,AMERICAN NATURALIST,334,1977
Patterns of denitrifier communities assembly and co-occurrence network regulate N2O emissions in soils with long-term contrasting tillage histories,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,5,2022
BpWrapper: BioPerl-based sequence and tree utilities for rapid prototyping of bioinformatics pipelines,BMC BIOINFORMATICS,11,2018
Peripatric speciation in an endemic Macaronesian plant after recent divergence from a widespread relative,PLOS ONE,8,2017
Pattern and process in the evolution of the sole dioecious member of Brassicaceae,EVODEVO,9,2014
Reconstructing the phylogenetic history of the tribe Leucocoryneae (Allioideae): Reticulate evolution and diversification in South America,MOLECULAR PHYLOGENETICS AND EVOLUTION,12,2018
Conservation analysis and decomposition of residue correlation networks in the phospholipase A2 superfamily (PLA2s): Insights into the structure-function relationships of snake venom toxins,TOXICON,12,2018
"Exploring the genetic structure of Parastrigea diovadena Dubois and Macko, 1972 (Digenea: Strigeidae), an endoparasite of the white ibis, Eudocimus albus, from the Neotropical region of Mexico",PARASITOLOGY RESEARCH,4,2021
Pre-Pleistocene geological events shaping diversification and distribution of primitively segmented spiders on East Asian margins,JOURNAL OF BIOGEOGRAPHY,25,2016
"Patterns of population structure in two closely related, partially sympatric caddisflies in Eastern Europe: historic introgression, limited dispersal, and cryptic diversity",JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,71,2009
Genetic Diversity and Population Structure of Head Blight Disease Causing Fungus Fusarium graminearum in Northern Wheat Belt of India,JOURNAL OF FUNGI,5,2022
Active Site and Laminarin Binding in Glycoside Hydrolase Family 55,JOURNAL OF BIOLOGICAL CHEMISTRY,36,2015
Genome-Wide Bioinformatics Analysis of SWEET Gene Family and Expression Verification of Candidate PaSWEET Genes in Potentilla anserina,PLANTS-BASEL,0,2024
"Genetic variation of the freshwater snail Indoplanorbis exustus (Gastropoda: Planorbidae) in Thailand, inferred from 18S and 28S rDNA sequences",PARASITOLOGY RESEARCH,0,2024
Correlation and association analyses in microbiome study integrating multiomics in health and disease,MICROBIOME IN HEALTH AND DISEASE,113,2020
"Three routes to crypsis: Stasis, convergence, and parallelism in the Mastigias species complex (Scyphozoa, Rhizostomeae)",MOLECULAR PHYLOGENETICS AND EVOLUTION,46,2016
"An integrative taxonomic revision of the Cape Verdean skinks (Squamata, Scincidae)",ZOOLOGICA SCRIPTA,56,2011
Comparative Analyses Reveal the Genetic Mechanism of Ambergris Production in the Sperm Whale Based on the Chromosome-Level Genome,ANIMALS,1,2023
"Phylodynamics of HIV-1 subtype F1 in Angola, Brazil and Romania",INFECTION GENETICS AND EVOLUTION,27,2012
Sequence-based molecular phylogenetics and phylogeography of the American box turtles (Terrapene spp.) with support from DNA barcoding,MOLECULAR PHYLOGENETICS AND EVOLUTION,43,2013
Mitochondrial phylogeography of the land snail Cornu aspersum: tracing population history and the impact of human-mediated invasion in austral South America,EVOLUTIONARY ECOLOGY RESEARCH,11,2013
Comparative morphology and phylogeny of Nicotiana section Suaveolentes (Solanaceae) in Australia and the South Pacific,AUSTRALIAN SYSTEMATIC BOTANY,32,2011
Phylogeography of the parthenogenic ant Platythyrea punctata: highly successful colonization of the West Indies by a poor disperser,JOURNAL OF BIOGEOGRAPHY,24,2011
Evolutionary history of the Paradoxurus palm civets - a new model for Asian biogeography,JOURNAL OF BIOGEOGRAPHY,75,2010
Novel variants of HMW glutenin subunits from Aegilops section Sitopsis species in relation to evolution and wheat breeding,BMC PLANT BIOLOGY,28,2012
Labyrinthulomycetes phylogeny and its implications for the evolutionary loss of chloroplasts and gain of ectoplasmic gliding,MOLECULAR PHYLOGENETICS AND EVOLUTION,95,2009
Assessing Biosynthetic Gene Cluster Diversity of Specialized Metabolites in the Conserved Gut Symbionts of Herbivorous Turtle Ants,FRONTIERS IN MICROBIOLOGY,8,2021
"The Perfect Storm: Gene Tree Estimation Error, Incomplete Lineage Sorting, and Ancient Gene Flow Explain the Most Recalcitrant Ancient Angiosperm Clade, Malpighiales",SYSTEMATIC BIOLOGY,53,2021
Evolution of dental tissue mineralization: an analysis of the jawed vertebrate SPARC and SPARC-L families,BMC EVOLUTIONARY BIOLOGY,14,2018
Evolutionary divergence in freshwater insects with contrasting dispersal capacity across a sea of desert,FRESHWATER BIOLOGY,12,2017
Phylogeny and historical biogeography of the cave-adapted shrimp genus Typhlatya (Atyidae) in the Caribbean Sea and western Atlantic,JOURNAL OF BIOGEOGRAPHY,41,2008
A statistical method for analysing cospeciation in tritrophic ecology using electrical circuit theory,STATISTICAL APPLICATIONS IN GENETICS AND MOLECULAR BIOLOGY,4,2017
"PP2C7s, Genes Most Highly Elaborated in Photosynthetic Organisms, Reveal the Bacterial Origin and Stepwise Evolution of PPM/PP2C Protein Phosphatases",PLOS ONE,12,2015
Genome-Wide and Expression Pattern Analysis of the DVL Gene Family Reveals GhM_A05G1032 Is Involved in Fuzz Development in G. hirsutum,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,0,2024
Multilocus sequence typing of Lactococcus lactis from naturally fermented milk foods in ethnic minority areas of China,JOURNAL OF DAIRY SCIENCE,24,2014
Inferring Methionine Sulfoxidation and serine Phosphorylation crosstalk from Phylogenetic analyses,BMC EVOLUTIONARY BIOLOGY,2,2017
"Dispersal of an ancient retroposon in the TP53 promoter of Bovidae: phylogeny, novel mechanisms, and potential implications for cow milk persistency",BMC GENOMICS,8,2015
Evolutionary rate covariation is a reliable predictor of co-functional interactions but not necessarily physical interactions,ELIFE,0,2024
"Molecular and morphological analyses support recognition of Prostanthera volucris (Lamiaceae), a new species from the Central Tablelands of New South Wales",AUSTRALIAN SYSTEMATIC BOTANY,2,2023
"Genome-wide characterization, chromosome localization, and expression profile analysis of poplar non-specific lipid transfer proteins",INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,2,2023
Dominance of Three Sublineages of the SARS-CoV-2 Delta Variant in Mexico,VIRUSES-BASEL,13,2022
"Population Genetics of the Black Citrus Aphid Aphis aurantii (Hemiptera, Aphididae) in China",FRONTIERS IN ECOLOGY AND EVOLUTION,1,2021
Genome-Wide Analysis of NAC Gene Family in Betula pendula,FORESTS,34,2019
"Comparative analyses of phenotypic methods and 16S rRNA, khe, rpoB genes sequencing for identification of clinical isolates of Klebsiella pneumoniae",ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY,20,2016
"Heat shock factors in tomatoes: genome-wide identification, phylogenetic analysis and expression profiling under development and heat stress",PEERJ,67,2016
ABSENCE OF GEOGRAPHIC POPULATION STRUCTURE IN THE SOYBEAN POD BORER LEGUMINIVORA GLYCINIVORELLA (TORTRICIDAE),JOURNAL OF THE LEPIDOPTERISTS SOCIETY,2,2015
DNA barcoding reveals hidden diversity in the Neotropical freshwater fish Piabina argentea (Characiformes: Characidae) from the Upper Parana Basin of Brazil,MITOCHONDRIAL DNA,11,2011
"Molecular Epidemiology of Measles in India, 2005-2010",JOURNAL OF INFECTIOUS DISEASES,29,2011
African-Derived mitochondria in South American native cattle breeds (Bos taurus):: Evidence of a new taurine mitochondrial lineage,JOURNAL OF HEREDITY,33,2002
Genome-wide analysis of WRKY transcription factor genes in Toona sinensis: An insight into evolutionary characteristics and terpene synthesis,FRONTIERS IN PLANT SCIENCE,3,2023
"The XTH Gene Family in Schima superba: Genome-Wide Identification, Expression Profiles, and Functional Interaction Network Analysis",FRONTIERS IN PLANT SCIENCE,11,2022
The molecular mechanism of hPPARα activation,RSC ADVANCES,5,2017
Genome-wide characterization and expression analysis of MYB transcription factors in Gossypium hirsutum,BMC GENETICS,104,2016
Integration analysis of MKK and MAPK family members highlights potential MAPK signaling modules in cotton,SCIENTIFIC REPORTS,36,2016
Fine-scale genetic differentiation of a temperate herb: relevance of local environments and demographic change,AOB PLANTS,7,2014
Genetic diversity of Sabanejewia balcanica (Actinopterygii: Cobitidae) in the western Balkans and comparison with other regions,FOLIA ZOOLOGICA,8,2011
Bioinformatics algorithm development for Grid environments,JOURNAL OF SYSTEMS AND SOFTWARE,3,2010
Inducing banana Fusarium wilt disease suppression through soil microbiome reshaping by pineapple-banana rotation combined with biofertilizer application,SOIL,8,2022
Unraveling the ecological processes modulating the population structure of Escherichia coli in a highly polluted urban stream network,SCIENTIFIC REPORTS,6,2021
TCP family genes control leaf development and its responses to gibberellin in celery,ACTA PHYSIOLOGIAE PLANTARUM,7,2019
Comprehensive analysis of mitogen-activated protein kinase cascades in chrysanthemum,PEERJ,11,2018
Phylogeography of the current rabies viruses in Indonesia,JOURNAL OF VETERINARY SCIENCE,15,2015
"Functional phenotypic plasticity of the endolithic mytilid Leiosolenus curtus (Lischke, 1874) (Bivalvia: Mytilidae)",MOLLUSCAN RESEARCH,8,2015
The lamprey: A jawless vertebrate model system for examining origin of the neural crest and other vertebrate traits,DIFFERENTIATION,61,2014
Testing hypotheses that link wood anatomy to cavitation resistance and hydraulic conductivity in the genus Acer,NEW PHYTOLOGIST,439,2011
Genetic differentiation and host usage of coral and fire coral-associated barnacles (Cirripedia: Pyrgomatinae and Wanellininae) across the Indian and Pacific Oceans,ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,1,2023
Functional analysis of the apple fruit microbiome based on shotgun metagenomic sequencing of conventional and organic orchard samples,ENVIRONMENTAL MICROBIOLOGY,3,2023
Molecular assessment of the taxonomic status of pine vole species Microtus subterraneus and Microtus majori in southeastern Europe and Turkey,ANIMAL BIODIVERSITY AND CONSERVATION,0,2023
Effect of environmental signals on growth and development in mosses,JOURNAL OF EXPERIMENTAL BOTANY,5,2022
Genetic Drift and Purifying Selection Shaped Mitochondrial Genome Variation in the High Royal Jelly-Producing Honeybee Strain (Apis mellifera ligustica),FRONTIERS IN GENETICS,2,2022
Grape Small Auxin Upregulated RNA (SAUR) 041 Is a Candidate Regulator of Berry Size in Grape,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,10,2021
"Diversification of the Balloon bushcrickets (Orthoptera, Hexacentrinae, Aerotegmina) in the East African mountains",SCIENTIFIC REPORTS,3,2021
"The taxonomic revision of Pleione formosana (Arethuseae, Epidendroideae, Orchidaceae) based on molecular, morphological and cytological analyses",PHYTOTAXA,3,2020
Can Mitogenomes of the Northern Wheatear (Oenanthe oenanthe) Reconstruct Its Phylogeography and Reveal the Origin of Migrant Birds?,SCIENTIFIC REPORTS,7,2020
Genome and transcriptome-wide analyses of cellulose synthase gene superfamily in soybean,JOURNAL OF PLANT PHYSIOLOGY,27,2017
Male alliance behaviour and mating access varies with habitat in a dolphin social network,SCIENTIFIC REPORTS,39,2017
Population genetic structure in wild and hatchery populations of white cloud mountain minnow (Tanichthys albonubes): Recommendations for conservation,BIOCHEMICAL SYSTEMATICS AND ECOLOGY,13,2015
Reevaluating the Arthropod Tree of Life,"ANNUAL REVIEW OF ENTOMOLOGY, VOL 57",157,2012
Phylogenomic Study of Lipid Genes Involved in Microalgal Biofuel Production-Candidate Gene Mining and Metabolic Pathway Analyses,EVOLUTIONARY BIOINFORMATICS,22,2012
Diaporthe Diversity and Pathogenicity Revealed from a Broad Survey of Soybean Stem Blight in China,PLANT DISEASE,7,2022
"Phenotypic diversity, population genetics and interspecific relationships of the Neotropical banded peacock butterfly Anartia fatima (Nymphalidae: Nymphalinae)",BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,3,2022
Shared properties and singularities of exoribonuclease-resistant RNAs in viruses,COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL,5,2021
Genome-wide identification and expression analysis of ADP-ribosylation factors associated with biotic and abiotic stress in wheat (Triticum aestivum L.),PEERJ,7,2021
Dissecting Transcription Factor-Target Interaction in Bovine Coronavirus Infection,MICROORGANISMS,4,2020
Genome-scale exploration of transcriptional regulation in the nisin Z producer Lactococcus lactis subsp. lactis IO-1,SCIENTIFIC REPORTS,7,2020
"Molecular dating of a marine species, Eriocheir japonica (Decapoda: Grapsidae), corroborates cenozoic tectonic events and sea level fluctuation",BIOCHEMICAL SYSTEMATICS AND ECOLOGY,1,2015
CYP1B1 Gene Mutations Causing Primary Congenital Glaucoma in Tunisia,ANNALS OF HUMAN GENETICS,10,2014
Computational Approach towards Finding Evolutionary Distance and Gene Order Using Promoter Sequences of Central Metabolic Pathway,INTERDISCIPLINARY SCIENCES-COMPUTATIONAL LIFE SCIENCES,3,2009
Increase in HCV incidence among men who have sex with men in Amsterdam most likely caused by sexual transmission,JOURNAL OF INFECTIOUS DISEASES,241,2007
Molecular identification of chalcone synthase-encoding genes EfCHSs and EfGATA8 as a negative regulator for flavonoid biosynthesis in Euryale ferox,SCIENTIA HORTICULTURAE,0,2024
Genome-Wide Identification of Cotton (Gossypium spp.) Glycerol-3-Phosphate Dehydrogenase (GPDH) Family Members and the Role of GhGPDH5 in Response to Drought Stress,PLANTS-BASEL,3,2022
Pathogen-driven coevolution across the CBP60 plant immune regulator subfamilies confers resilience on the regulator module,NEW PHYTOLOGIST,11,2022
On genetic diversity in caraway: Genotyping of a large germplasm collection,PLOS ONE,4,2020
Identification of genes from the ICE-CBF-COR pathway under cold stress in Aegilops-Triticum composite group and the evolution analysis with those from Triticeae,PHYSIOLOGY AND MOLECULAR BIOLOGY OF PLANTS,27,2018
"Ancient lakes, Pleistocene climates and river avulsions structure the phylogeography of a large but little-known rock scorpion from the Mojave and Sonoran deserts",BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,12,2017
Accession-Specific Haplotypes of the Internal Transcribed Spacer Region in Arabidopsis thaliana-A Means for Barcoding Populations,MOLECULAR BIOLOGY AND EVOLUTION,11,2012
Relationships Among Phaseoloid Legumes Based on Sequences from Eight Chloroplast Regions,SYSTEMATIC BOTANY,108,2009
The use of a self-organizing feature map for the treatment of the results of RAPD and ISSR analyses in studies on the genomic polymorphism in the genus Capsicum L.,RUSSIAN JOURNAL OF GENETICS,11,2005
PREADAPTATION IN LICHENS FROM IRANIAN SEMI-DESERTS,PLANT SYSTEMATICS AND EVOLUTION,2,1979
Ancient hybridization in Curcuma (Zingiberaceae)-Accelerator or brake in lineage diversifications?,PLANT JOURNAL,1,2023
Genome-wide characterization of nuclear factor Y transcription factors in Fagopyrum tataricum,PHYSIOLOGIA PLANTARUM,1,2022
Salinity Gradient Controls Microbial Community Structure and Assembly in Coastal Solar Salterns,GENES,12,2022
Phylogeography and molecular species delimitation reveal cryptic diversity in Potamolithus (Caenogastropoda: Tateidae) of the southwest basin of the Andes,SCIENTIFIC REPORTS,3,2021
Substrate competition and microbial function in sulfate-reducing internal circulation anaerobic reactor in the presence of nitrate,CHEMOSPHERE,18,2021
Genome-wide analysis of growth-regulating factors (GRFs) in Triticum aestivum,PEERJ,25,2021
The evolution of daily food sharing: A Bayesian phylogenetic analysis,EVOLUTION AND HUMAN BEHAVIOR,31,2019
"Phylogenetic analysis and genetic structure of the seahorse, Hippocampus fuscus from the Arabian and Red Sea based on mitochondrial DNA sequences",MITOCHONDRIAL DNA PART A,7,2019
"Ommatissus lybicus (Hemiptera: Tropiduchidae), an economically important pest of date palm (Arecaceae) with highly divergent populations",CANADIAN ENTOMOLOGIST,9,2018
"Molecular characterization and gene expression patterns of retinoid receptors, in normal and regenerating tissues of the sea cucumber, &ITHolothuria glaberrima&IT",GENE,7,2018
Identification and evolution characteristics of galectins and their roles in largemouth bass (Micropterus salmoides) following external stress,AQUACULTURE,0,2024
Unraveling antibiotic resistomes associated with bacterial and viral communities in intertidal mudflat aquaculture area,JOURNAL OF HAZARDOUS MATERIALS,5,2023
Genetic characterization of the zoonotic parasite Ancylostoma caninum in the central and eastern United States,JOURNAL OF HELMINTHOLOGY,1,2023
Diversity of Activated Sludge Microbial Community Structure in Different Wastewater Treatment Plants,BIOLOGY BULLETIN,2,2023
Larval and adult lung morphology of Trachycephalus typhonius (Anura: Hylidae),ACTA ZOOLOGICA,0,2024
"Genetic Polymorphism of 27 Y-STR Loci in the Western Kazakh Tribes from Kazakhstan and Karakalpakstan, Uzbekistan",GENES,3,2022
"Identification, Phylogeny, Divergence, Structure, and Expression Analysis of A20/AN1 Zinc Finger Domain Containing Stress-Associated Proteins (SAPs) Genes in Jatropha curcas L.",GENES,9,2022
ANI analysis of poxvirus genomes reveals its potential application to viral species rank demarcation,VIRUS EVOLUTION,7,2022
The Importance of Genetic Isolation in Preserving the Gene Pool of Apis cerana in Fanjingshan Nature Reserve,RUSSIAN JOURNAL OF GENETICS,1,2022
Insects with similar social complexity show convergent patterns of adaptive molecular evolution,SCIENTIFIC REPORTS,17,2018
Genome-Wide Identification and Analysis of Arabidopsis Sodium Proton Antiporter (NHX) and Human Sodium Proton Exchanger (NHE) Homologs in Sorghum bicolor,GENES,36,2018
Overview of freshwater microbial eukaryotes diversity: a first analysis of publicly available metabarcoding data,FEMS MICROBIOLOGY ECOLOGY,103,2017
Proteome-Wide Discovery of Evolutionary Conserved Sequences in Disordered Regions,SCIENCE SIGNALING,50,2012
"Bacterium-bacterium inhibitory interactions among psychrotrophic bacteria isolated from Antarctic seawater (Terra Nova Bay, Ross Sea)",FEMS MICROBIOLOGY ECOLOGY,62,2007
The TORNADO1 and TORNADO2 genes function in several patterning processes during early leaf development in Arabidopsis thaliana,PLANT CELL,96,2006
Diversity and potential host-interactions of viruses inhabiting deep-sea seamount sediments,NATURE COMMUNICATIONS,0,2024
PbWRKY26 positively regulates malate accumulation in pear fruit by activating PbMDH3,JOURNAL OF PLANT PHYSIOLOGY,0,2023
Transfer Dynamics in Emergent Evolutionary Curricula,IEEE TRANSACTIONS ON GAMES,0,2023
Genome-Wide Identification and Characterization of the VQ Motif-Containing Gene Family Based on Their Evolution and Expression Analysis under Abiotic Stress and Hormone Treatments in Foxtail Millet (Setaria italica L.),GENES,2,2023
Genome-Wide Identification of SPX Family Genes and Functional Characterization of PeSPX6 and PeSPX-MFS2 in Response to Low Phosphorus in Phyllostachys edulis,PLANTS-BASEL,2,2023
Genetic variation of a freshwater snail Hydrobioides nassa (Gastropoda: Bithyniidae) in Thailand examined by mitochondrial DNA sequences,HYDROBIOLOGIA,10,2021
"First report of Onchocerca lupi from Israel and confirmation of two genotypes circulating among canine, feline and human hosts",PARASITOLOGY,11,2020
Genome-wide analysis of heptahelical protein (HHP) gene family and expression of BcHHP1 in response to stresses in Brassica rapa,BIOLOGIA PLANTARUM,2,2019
Multiple maternal origins of Indonesian crowing chickens revealed by mitochondrial DNA analysis,MITOCHONDRIAL DNA PART A,11,2017
Application of molecular genetics and geometric morphometrics to taxonomy and conservation of cave beetles in central Italy,JOURNAL OF INSECT CONSERVATION,11,2013
Labyrinthula terrestris:: a new pathogen of cool-season turfgrasses,MOLECULAR PLANT PATHOLOGY,11,2007
Genetic evidence for Near-Eastern origins of European cattle,NATURE,475,2001
Comprehensive genomic identification of cotton starch synthase genes reveals that GhSS9 regulates drought tolerance,FRONTIERS IN PLANT SCIENCE,1,2023
"Genome-centric resolution of microbial diversity, metabolism and interactions in anaerobic digestion",ENVIRONMENTAL MICROBIOLOGY,106,2016
Lanthanides: New life metals?,WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY,83,2016
Emergence of two novel norovirus genotype II.4 variants associated with viral gastroenteritis in China,JOURNAL OF MEDICAL VIROLOGY,16,2014
Bioinformatic Approaches Reveal Metagenomic Characterization of Soil Microbial Community,PLOS ONE,62,2014
Early history of Chinese domestic sheep indicated by ancient DNA analysis of Bronze Age individuals,JOURNAL OF ARCHAEOLOGICAL SCIENCE,56,2011
Loop 5-directed Compounds Inhibit Chimeric Kinesin-5 Motors IMPLICATIONS FOR CONSERVED ALLOSTERIC MECHANISMS,JOURNAL OF BIOLOGICAL CHEMISTRY,21,2011
Lateral transfer: A survey and new developments,ISRAEL JOURNAL OF ECOLOGY & EVOLUTION,1,2006
Conserved features of type III secretion,CELLULAR MICROBIOLOGY,130,2004
Ethylene Signaling Pathway Genes in Strawberry and Their Expression Patterns during Fruit Ripening,AGRONOMY-BASEL,0,2023
Genome-Wide Characterization of the PIFs Family in Sweet Potato and Functional Identification of IbPIF3.1 under Drought and Fusarium Wilt Stresses,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,9,2023
Genome-Wide Analysis of Dof Genes and Their Response to Abiotic Stress in Rose (Rosa chinensis),FRONTIERS IN GENETICS,13,2021
Siang river in Arunachal Pradesh splits red panda into two phylogenetic species,MAMMALIAN BIOLOGY,5,2021
Genome-wide characterization of Toll-like receptors in black rockfish Sebastes schlegelii: Evolution and response mechanisms following Edwardsiella tarda infection,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,26,2020
"Global cellulose biomass, horizontal gene transfers and domain fusions drive microbial expansin evolution",NEW PHYTOLOGIST,17,2020
Analysis of bZIP Transcription Factor Family and Their Expressions under Salt Stress in Chlamydomonas reinhardtii,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,30,2018
Reticulate Evolution of the Rye Genome,PLANT CELL,156,2013
Phylogeography of the Y-chromosome haplogroup C in northern Eurasia,ANNALS OF HUMAN GENETICS,47,2010
Lesser Flamingo Phoenicopterus minor populations in eastern and southern Africa are not genetically isolated,OSTRICH,12,2008
Comparative genomic analysis of CIPK gene family in Arabidopsis and Populus,PLANT GROWTH REGULATION,108,2007
Unrecognized species diversity and endemism in the cichlid genus Bujurquina (Teleostei: Cichlidae) together with a molecular phylogeny document large-scale transformation of the western Amazonian river network and reveal complex paleogeography of the Ecuadorian Amazon,HYDROBIOLOGIA,3,2023
Spatial and Temporal Genetic Diversity and Population Structure of Hemileia vastatrix from Peruvian Coffee Plantations,PLANT PATHOLOGY JOURNAL,4,2021
"The larval ontogeny of Coryphaeschna perrensi (McLachlan, 1887): Supporting monophyletic groups in Aeshnidae dragonflies (Insecta: Odonata: Anisoptera)",JOURNAL OF MORPHOLOGY,0,2018
Fast algorithms and heuristics for phylogenomics under ILS and hybridization,BMC BIOINFORMATICS,35,2013
Characterization of bbtTICAM from amphioxus suggests the emergence of a MyD88-independent pathway in basal chordates,CELL RESEARCH,31,2011
Graph-based deconvolution analysis of multiplex sandwich microarray immunoassays: applications for environmental monitoring,ENVIRONMENTAL MICROBIOLOGY,30,2011
"FUNCTIONAL-MORPHOLOGY AND SPECIES CHARACTERISTICS OF A LARGE, SOLITARY RADIOLARIAN PHYSEMATIUM-MUELLERI",BIOLOGICAL BULLETIN,7,1986
"Molecular networks reveal complex interactions with MSM in heterosexual women living with HIV-1 who play peripheral roles in Guangzhou, China",ACTA TROPICA,0,2023
In silico characterization of five novel disease-resistance proteins in Oryza sativa sp. japonica against bacterial leaf blight and rice blast diseases,3 BIOTECH,0,2024
Genome-Wide Identification and Expression Analysis of the Aux/IAA and Auxin Response Factor Gene Family in Medicago truncatula,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,19,2021
"Chloroplast DNA Assessment of Anagenetic Speciation in Rubus takesimensis (Rosaceae) on Ulleung Island, Korea",JOURNAL OF PLANT BIOLOGY,8,2017
Sequence-Structure-Function Classification of a Catalytically Diverse Oxidoreductase Superfamily in Mycobacteria,JOURNAL OF MOLECULAR BIOLOGY,54,2015
Learning to Count: Robust Estimates for Labeled Distances between Molecular Sequences,MOLECULAR BIOLOGY AND EVOLUTION,88,2009
A Pervasive History of Gene Flow in Madagascar's True Lemurs (Genus Eulemur),GENES,0,2023
Genome-wide identification of WD40 superfamily genes and prediction of WD40 genes involved in flavonoid biosynthesis in,NOTULAE BOTANICAE HORTI AGROBOTANICI CLUJ-NAPOCA,7,2021
The role of the south-western Alps as a unidirectional corridor for Mediterranean brown trout (Salmo trutta complex) lineages,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,12,2020
Inhomogeneous distribution of Alzheimer pathology along the isocortical relief. Are cortical convolutions an Achilles heel of evolution?,BRAIN PATHOLOGY,18,2017
Phylogenomic analyses of deep gastropod relationships reject Orthogastropoda,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,158,2014
The evolution and function of vessel and pit characters with respect to cavitation resistance across 10 Prunus species,TREE PHYSIOLOGY,84,2013
Genetic characterisation and molecular epidemiology of Ascaris spp. from humans and pigs in Brazil,TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,27,2012
Horizontal transfer of a virulence operon to the ancestor of Mycobacterium tuberculosis,MOLECULAR BIOLOGY AND EVOLUTION,89,2006
"Molecular characterization revealed Fasciola specimens in Ecuador are all Fasciola hepatica, none at all of Fasciola gigantica or parthenogenic Fasciola species",PARASITOLOGY INTERNATIONAL,10,2021
Genetic structure of the endangered Irrawaddy dolphin (Orcaella brevirostris) in the Gulf of Thailand,GENETICS AND MOLECULAR BIOLOGY,4,2021
Molecular characterization and expression profiles of GRAS genes in response to abiotic stress and hormone treatment in Tamarix hispida,TREES-STRUCTURE AND FUNCTION,9,2019
Character Trees From Transcriptome Data: Origin and Individuation of Morphological Characters and the So-Called Species Signal,JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION,43,2015
